id,title,authors,disclosures,content,header,year
1236,Massively parallel joint single-cell mitochondrial DNA genotyping and chromatin profiling reveals properties of human clonal variation.,"C. Lareau, 1, , L. Ludwig, 2, , A. Regev, 1, , V. G. Sankaran, 3, ;, 1, Broad Institute of MIT and Harvard, Cambridge, MA, USA,, 2, Broad Institute and Boston Children's Hospital, Cambridge, MA, USA,, 3, Division of Hematology/Oncology, Boston Children's Hospital, Boston, MA, USA.",C. Lareau: None.,"Natural mitochondrial DNA (mtDNA) sequence variation enables the inference of clonal relationships among human cells, and, in the case of pathogenic mutations, can contribute to human diseases. Unlike other genotyping approaches, mtDNA can be profiled along with measures of cell state, but has not yet been combined with the massively parallel approaches needed to tackle the complexity of human tissue. Here, we introduce a high-throughput, droplet-based mitochondrial single-cell Assay for Transposase Accessible Chromatin with sequencing (mtscATAC-seq) protocol and computational framework (mgatk) that facilitate high-confidence mtDNA mutation calling in thousands of single cells with their concomitant high-quality accessible chromatin profile. This enables the paired inference of individual cell mtDNA heteroplasmy, clonal relationships, cell state, and accessible chromatin variation. Our multi-omic analyses reveal single-cell variation in heteroplasmy of a pathologic mtDNA variant (m.8344A>G), which we associate with intra-individual chromatin variability and clonal evolution. Using somatic mtDNA mutations, we clonally trace tens of thousands of cells in patients with colorectal cancer and chronic lymphocytic leukemia, linking epigenomic variability to subclonal evolution. We further infer cellular dynamics of differentiating hematopoietic cells in vitro and reveal the extensive polyclonality of steady-state hematopoiesis in vivo. Leveraging these naturally occurring somatic mutations without perturbation, we observe a markedly balanced output of terminal cell states from hematopoietic stem cells in humans in vivo. Taken together, our approach enables the study of cellular population dynamics and clonal properties of human cells in vivo in health and disease.","Single Cell Profiling in Disease, Development and Distribution of Mutations",2020
1237,Using single-cell RNA-seq to dissect population variation in response to influenza infection.,"M. Rotival, 1, , M. O'Neill, 1, , H. Quach, 2, , Y. Aquino, 1, , A. Bisiaux, 1, , L. Quintana-Murci, 3, ,4, ;, 1, Human Evolutionary Genetics Unit, Institut Pasteur, CNRS UMR2000, Paris, France,, 2, UMR7206, Museum National d'Histoire Naturelle, Paris, France,, 3, Dept Genomes and Genetics, Human Evolutionary Genetics Unit, Institut Pasteur, CNRS UMR2000, Paris, France,, 4, Chair Human Genomics and Evolution, Collège de France, Paris, France.",M. Rotival: None.,"Individuals and populations display marked differences both in their immune responses and susceptibility to infectious disease. In characterizing the transcriptional response of monocytes to influenza A virus (IAV) infection, in 200 individuals of European and African ancestry, we uncovered strong variability in the proportion of viral mRNAs, both between individuals (1-13.5% of total mRNAs) and between populations ( p =1.9×10 -8 ). Using flow cytometry, we first show that, after 6 hours of IAV challenge, only a fraction of monocytes were producing viral mRNAs, with this fraction varying between susceptible (high mRNA levels) and resistant (low mRNA levels) individuals. We next explored whether individual variation in the overall viral mRNA levels is driven by subsets of monocytes activating a specific transcriptional program. To do so, we sequenced the mRNAs from >100,000 individual monocytes originating from 4 susceptible and 4 resistant individuals, at five time points, with our without stimulation by IAV. We found that bystander and infected cells can be distinguished based on their viral mRNA content from 2h post-stimulation. Furthermore, at 4h post-stimulation, infected cells display a bimodal expression of viral mRNAs, corresponding to IAV-restricting and IAV-transcribing cells. Each of these cell states presents a distinctive expression signature, with bystanders displaying a stronger IRF1-driven type-I interferon response (P<1.0x10 -29 ), IAV-transcribing cells displaying a higher expression of ribosomal genes ( p <6.9×10 -74 ), and IAV-restricting cells displaying an intermediate phenotype. Using in silico deconvolution of the bulk mRNAs obtained from the 200 individuals at 6h post-infection, we found that population differences in IAV-levels are primarily accounted for by a higher proportion of infected cells among Europeans (+9.6%, p <5.2×10 -10 ), rather than a difference in IAV mRNAs levels among infected cells (P=0.50). Finally, we show that genes whose basal expression correlates with the IAV-resistant phenotype are strongly enriched for type-I interferon response genes (OR=7.6, p =1.5×10 -7 ) and targets of IRF1 (OR=6.3, p <1.1×10 -14 ), including IFITM3 , ISG15 and OAS3 . Altogether, our results highlight a higher susceptibility of monocytes from individuals of European ancestry to IAV entry, which is mediated by a lower activation of an IRF1-driven antiviral program at the steady state in susceptible individuals. This study suggests that European-descent individuals exhibit higher susceptibility to IAV infection and paves the way for future studies aiming to dissect the sources - genetic or not - of such population disparity.","Single Cell Profiling in Disease, Development and Distribution of Mutations",2020
1238,Healthy aging of blood cells at single-cell resolution,"E. Bader, 1, ,2, , M.-J. Favé, 1, ,3, ,4, , M. Agbessi, 1, ,3, , J. Uzonović, 1, , V. Bruat, 1, ,3, , P. Awadalla, 1, ,2, ;, 1, Computational Biology, Ontario Institute Cancer Research, Toronto, ON, Canada,, 2, Molecular Genetics, University of Toronto, Toronto, ON, Canada,, 3, Montreal Heart Institute, Montreal, QC, Canada,, 4, Vector Institute, Toronto, ON, Canada.",E. Bader: None.,"Although the aging process generally has negative effects on blood cells, some elderly individuals maintain exceptional blood health. Here, we use large population cohorts to isolate individuals at the extremities of the blood health and age spectrums and characterize the cellular composition, transcriptional and mutational profiles associated with healthy blood aging. We evaluate blood health using a risk score calculated from complete blood count (CBC) data. In the UK Biobank (n = ~500 000) and the Canadian Partnership for Tomorrow’s Health (n = ~320 000) cohorts, individuals with healthy blood are less likely to be diagnosed with cardiovascular and cardiometabolic diseases, and some cancers, irrespective of age. Further, old, unhealthy individuals are more likely to have a subsequent cancer diagnosis 1 month - 3 years after blood collection. To understand the functional differences between blood cells from individuals with low versus high CBC risk scores, we performed single cell RNA sequencing on over 500 000 cells and ATAC sequencing on bulk CD45+ cells from 400 individuals. By integrating data from multiple scRNA-seq samples, we identify 22 major populations of cells. We observe changes in the proportions of each cellular population that are dependent on CBC risk score and age, including a depletion of a population of B cells highly expressing the NOTCH target, HES1, in healthy blood. To determine if gene expression patterns associated with healthy blood aging are cell type dependent, we performed differential gene expression analyses for each cell type controlling for differences in age and blood health. We observe many differentially expressed genes (DEGs) in most cell types. Many DEGs are enriched in inflammatory pathways, which are upregulated in old, unhealthy individuals compared to old, healthy. Moreover, we classify DEGs as having potential roles in healthy aging or protective mechanisms based on their expression patterns. Genes significantly up- or down- regulated exclusively in old, healthy individuals are classified as protective genes, whereas genes with no significant difference between expression in young and old healthy individuals are classified as healthy aging genes. We also investigate potential mechanisms of gene regulation including chromatin accessibility at regulatory regions and genetic variation. Finally, we discriminate germline from somatic variation to evaluate the effects of both types of variants on gene expression in each cell type. Our results demonstrate the utility of natural variation in healthy agers to uncover mechanisms that prevent or protect from the negative effects of aging.","Single Cell Profiling in Disease, Development and Distribution of Mutations",2020
1241,Aberrant post-translational modifications contribute to MMA pathophysiology and identify new targets for therapy.,"P. E. Head, 1, , S. Myung, 1, , I. Manoli, 1, , Y. Chen, 2, , M. Gucek, 2, , C. P. Venditti, 1, ;, 1, NHGRI, NIH, Bethesda, MD, USA,, 2, NHLBI, NIH, Bethesda, MD, USA.",P.E. Head: None.,"Organic acidemias (OAs), such as methylmalonic acidemia (MMA), are a group of inborn errors of metabolism that typically arise from defects in the catabolism of amino- and fatty acids. OAs are difficult to treat and have multisystemic manifestations such as hyperammonemia and ketotic hyperglycinemia (KH), leading to increased morbidity and mortality. Accretion of acyl-CoA species is postulated to cause intracellular toxicity. Here, we explore an alternative pathophysiological consequence of impaired acyl-CoA metabolism: the accumulation of aberrant posttranslational modifications (PTMs) that modify enzymes in critical intracellular pathways. Using a mouse model that recapitulates the hepatic mitochondriopathy of MMA ( Mmut -/-;TgINS-MCK-Mut ), we surveyed PTMs in hepatic extracts with propionyl- and malonyl-lysine antibodies. We discovered widespread hyper-acylation in the MMA mice compared to controls, but not in animals with Acsf3 deficiency, a disorder of acyl-CoA synthesis. Next, we prepared anti-PTM antibody columns, purified hepatic extracts from MMA and control mice, and performed mass spectrometry to characterize the PTM proteome. Excessive acylation of enzymes involved in glutathione, urea, arginine, tryptophan, valine, isoleucine, methionine, threonine, and fatty acid metabolism were detected in the MMA mice but not controls, and further validated via immunoprecipitation analysis and Western blotting. Immunoprecipitation experiments using MMA human and murine hepatic extracts confirmed hyperacylation of urea cycle enzyme Carbamoyl Phosphate Synthetase 1 (CPS1) compared to respective controls. Tandem mass spectrometry analysis indicated 15 sites of hyperacylation including sites associated with CPS1 inactivation and hyperammonemia. We have extended our analyses to other target pathways that are perturbed in MMA, including the glycine cleavage system, which we found to be aberrantly modified in liver extracts from MMA patients. This discovery explains the mechanism underlying hyperglycinemia, a secondary perturbation of MMA whose etiology has been recognized since the 1960s but until our discovery was poorly understood. The emerging pattern from our aggregate studies further supports a model where hyperacylation of key enzymes in pathways known to be dysregulated in MMA likely contributes to altered metabolism and identifies a new set of targets for therapeutic intervention. Lastly, we have used in vitro analyses to identify the deacylase capable of removing MMA related PTMs and have developed an AAV gene therapy targeting hyperacylation that might serve as a universal additive gene therapy for MMA and related OAs.",From Genes to Therapeutic Targets and Clinical Trials,2020
1242,Genetic and pharmacological inhibition of cholesteryl ester transfer protein improves survival in sepsis.,"M. Trinder, 1, , Y. Wang, 2, , C. M. Madsen, 3, , T. Ponomarev, 1, , L. Bohunek, 1, , H. J. Kong, 1, , B. G. Nordestgaard, 4, , A. Tybjærg-Hansen, 3, , M. M. Wurfel, 5, , J. A. Russell, 1, , K. R. Walley, 1, , P. C. N. Rensen, 2, , J. H. Boyd, 1, , L. R. Brunham, 1, ;, 1, Centre for Heart and Lung Innovation, University of British Columbia, Vancouver, BC, Canada,, 2, Department of Medicine, Leiden University Medical Center, Leiden, Netherlands,, 3, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark,, 4, Faculty of Health and Medical, University of Copenhagen, Copenhagen, Denmark,, 5, Centre for Heart and Lung Innovation, University of Washington, Seattle, WA, USA.",M. Trinder: None.,"Background : Sepsis is a dysregulated host response to an infection that is responsible for up to 1/5 of deaths globally. Numerous clinical trials have failed to identify drugs that improve outcomes from sepsis, suggesting the need for therapies that target pathways causal to the pathogenesis of the condition. High-density lipoprotein (HDL) particles, although best-known for their inverse association with coronary artery disease, possess many properties that are relevant to sepsis. The quantity of HDL, as reflected by the concentration of HDL cholesterol (HDL-C), declines drastically during severe infections such as sepsis and greater decline of HDL-C is associated with worse clinical outcomes. Here, we tested the hypothesis that genetic or pharmacologic inhibition of cholesteryl ester transfer protein (CETP), which facilitates the metabolism of HDL-C, would decrease mortality from sepsis in humans and mice. Methods and Results : Firstly, we performed targeted resequencing of HDL-related genes in 200 patients that were admitted to an emergency department with sepsis and had HDL-C levels measured. We identified a rare missense variant in CETP (rs1800777, p.Arg468Gln) that was associated with significantly lower HDL-C levels during sepsis. A fixed-effect meta-analysis of 7 sepsis cohorts composed of 10,427 patients found that the CETP gain-of-function variant was associated with increased risk of 28-day sepsis mortality (hazard ratio [95% confidence interval]: 1.44 [1.22-1.70], p<0.0001). Secondly, we examined the effect a genetic score, comprised of 8 independent CETP variants associated with decreased CETP function, on 28-day sepsis mortality in the UK Biobank (n=5,949) and Identification of SNPs Predisposing to Altered Acute Lung Injury Risk (iSPAAR; n=882) cohorts that had genotyping array data available. The genetic score for decreased CETP function was associated with significantly decreased sepsis mortality in both the UK Biobank (hazard ratio [95% confidence interval]: 0.77 [0.59-1.00] per 1 mmol/L increase in HDL-C) and iSPAAR cohorts (hazard ratio [95% confidence interval]: 0.60 [0.37-0.98] per 1 mmol/L increase HDL-C). Thirdly, we performed functional validation by administering a single intravenous dose of a CETP inhibitor (anacetrapib) to adult, female CETP transgenic mice at 6 hours post-onset of experimental sepsis. CETP inhibitor treatment preserved plasma levels of HDL-C post-sepsis and reduced mortality relative to placebo (3-day mortality: 29.4% vs 64.7%, Log-rank p=0.03). Conclusions : Genetic or pharmacologic inhibition of CETP improves survival from sepsis in humans and mice, respectively.",From Genes to Therapeutic Targets and Clinical Trials,2020
1243,Molecular genetic dissection of inflammatory linear verrucous epidermal naevus leads to successful targeted therapy,"M. Riachi, 1, , S. Polubothu, 2, , P. Stadnik, 3, , C. Hughes, 1, , S. Barberan Martin, 1, , C. Charman, 4, , F. Cheng, 5, , K. Gholam, 6, , O. Ogunbiyi, 7, , D. Paige, 8, , N. Sebire, 7, , A. Pittman, 9, , W. Di, 10, ,, V. A. Kinsler, 1, ;, 1, Mosaicism and Precision Medicine, The Francis Crick Institute, London, UK,, 2, Genetics and Genomic Medicine, UCL Inst Child Health, London, UK,, 3, Genetics and Genomic Medicine, UCL Great Ormond Street Institute of Child Health, London, UK,, 4, Dermatology, Royal Devon and Exeter Hospital, Exeter, UK,, 5, Pharmacy, Great Ormond Street Hospital for Children, London, UK,, 6, Great Ormond Street Hospital for Children, London, UK,, 7, Paediatric Pathology, Great Ormond Street Hospital for Children, London, UK,, 8, Royal London Hospital, London, UK,, 9, Bioinformatics, St George's University of London, London, UK,, 10, Infection, Immunity and Inflammation Program, UCL Great Ormond Street Institute of Child Health, London, UK.",,"Inflammatory linear verrucous epidermal naevus (ILVEN) is a rare childhood disease characterised by Blaschko-linear erythematous scaly skin. It is highly pruritic, causes distressing disfigurement, and is so notoriously treatment-resistant that it forms part of the diagnostic criteria. The cause has been unknown, other than a recent single case of GJA1 mosaicism. Using deep next generation whole exome sequencing of affected skin and blood we discover here mosaic mutations in gene CARD14 as the cause of ILVEN in two patients with treatment-resistant disease. Functional characterisation of patient cultured keratinocytes demonstrated increased IL12A and IL23A at expression and protein levels in a non-NF-kB dependent manner. Dramatic clinical improvement was seen with IL12/IL23-inhibitor Ustekinumab, chosen as a direct result of the genetic finding underlining the power of molecular characterisation alongside clinical diagnosis.",From Genes to Therapeutic Targets and Clinical Trials,2020
1244,Discrepancy of gene essentiality between cell and organism contributes to failure of clinical trial.,"M. Park, , S. Kim;, Life science, Pohang University of Science and Technology, Pohang-si, Korea, Republic of.",M. Park: None.,"Target-related drug's safety problem is one of the main reasons for failure of clinical trials. Many studies have attempted to identify potential properties of targets with safety issues, such as highly expressed proteins in most of tissues and central proteins in protein interaction network. However, it is still unclear whether these properties of targets directly associated with the failure of clinical trials. In this study, we investigated the gene essentiality profiles across cells and organisms and found that gene essentiality on organisms is a key feature to explain the failure of clinical trials. In the drug development process, a sizable number of drugs fail during the clinical trials due to the serious adverse events on human organisms but passes the cell viability assays during early drug development process in preclinical trials. We hypothesized if target's gene essentiality on organism was provided in advance, the failure rates for clinical trials would reduce. We analyzed 2544 drugs, which consisted of 1460 approved drugs and 1084 unapproved drugs with 8410 targets. We confirmed that discrepancy of gene essentiality between cells and organisms is directly related with the failure of clinical trials. Moreover, we devised a machine learning framework with Essentiality of Cells and Organisms (ECO) score and found that the performance of classifier predicting approved/unapproved drugs based on the target's ECO score was improved. We propose that the ECO score is an important feature for assessing the approval of clinical trials and will improve successful design of drug development process.",From Genes to Therapeutic Targets and Clinical Trials,2020
1245,Defining the contribution of common genetic variation to drug distribution and response.,"A. Muhammad, 1, , I. T. Aka, 2, , B. Armstreet, 2, , D. M. Roden, 3, , J. D. Mosley, 4, , S. L. Van Driest, 2, ;, 1, Roden Lab, Vanderbilt University Medical Center, Nashville, TN, USA,, 2, Pediatrics, Vanderbilt University Medical Center, Nashville, TN, USA,, 3, Vanderbilt University Medical Center, Nashville, TN, USA,, 4, Department of Medicine, Vanderbilt University Medical Center, Nashville, TN, USA.",A. Muhammad: None.,"Introduction: Current pharmacogenetic approaches use a few large-effect alleles to predict drug outcomes. However, many pharmacokinetic (PK) and pharmacodynamic (PD) traits are determined by complex pathways that may be influenced by common variants across the genome. Therefore, we tested the hypothesis that small- and moderate-effect SNPs contribute significantly to the narrow-sense heritability for 5 PK and 6 traits across 7 different drugs. Methods: To determine the genomic architecture and narrow-sense heritability of these 11 traits, we analyzed drug outcomes of datasets either previously reported to dbGaP (methotrexate clearance, ACE inhibitor induced cough, and major adverse cardiac events on statins) or extracted from Vanderbilt’s biorepository, BioVU (drug levels and nephrotoxicity of vancomycin, gentamicin, cyclosporine and tacrolimus). Using a Bayesian Hierarchical Mixed Model, BayesR, we tested all SNPs simultaneously to account for LD structure and allele frequency influences. We modeled the prior distribution of SNP effects as a mixture of 4 normal distributions, each with a fixed variance of 0, 0.01%, 0.1%, and 1% of the additive genetic variance respectively. Thus, we were able to parse the narrow-sense heritability into bins representing the contributions of zero-, small-, moderate-, and large- effect size SNPs. Results: For the 11 traits, a median of 936 (range 264-5,926) unique individuals of European ancestry, and a median of 1,212,948 (range 1,024,780-1,514,661) SNPs were included in the final model after quality control. The number of SNPs contributing to the heritability varied across traits (median 3,670, range 1,909-8,057; 0.15% to 0.79% of total SNPs in model) but had a similar distribution across PK and PD traits. Estimates for heritability ranged from 0.12 (vancomycin peak creatinine) to 0.82 (gentamicin drug levels) and tended to be higher for PK traits than PD traits (median 0.54 vs. 0.31). The proportion of heritability attributed to moderate- and small- effect SNPs was also highly variable (median 79.2%); it was lowest for gentamicin drug levels (38.1%) and highest for cough due to ACE inhibitors (98.2%). Conclusion: In our study, <1% of all SNPs contribute to the narrow-sense heritability of 11 drug distribution and response traits, with a majority coming from small- and medium-effect size SNPs. We also show that for most PK and PD traits, current pharmacogenetic approaches limited to looking at large-effect SNPs capture less than half the additive genetic variance estimated by the SNPs examined here. For these traits, a polygenic predictor rather than the conventional pharmacogenetic approach may be warranted.",From Genes to Therapeutic Targets and Clinical Trials,2020
1246,ZNF335 is a novel modulator of plasma cholesterol statin response.,"E. V. Theusch, 1, , F. Y. Ting, 1, , R. M. Krauss, 2, , M. W. Medina, 1, ;, 1, Pediatrics, University of California, San Francisco, Oakland, CA, USA,, 2, Pediatrics and Medicine, University of California, San Francisco, Oakland, CA, USA.",E.V. Theusch: None.,"Statins inhibit cholesterol synthesis, lower intracellular sterol levels, increase uptake of low-density lipoprotein (LDL) particles from the circulation, and reduce cardiovascular disease risk. Though statins are generally highly efficacious, statin efficacy varies, and there is considerable inter-individual variation in statin efficacy that remains largely unexplained by genetic factors and other clinical characteristics. To identify novel genes that may modulate statin efficacy, we used RNA-seq data from 426 control- and 2 µM simvastatin-treated lymphoblastoid cell lines (LCLs) derived from European and African American ancestry participants of the Cholesterol and Pharmacogenetics (CAP) 40 mg/day 6 week simvastatin clinical trial. We correlated statin-induced changes in LCL gene expression with plasma LDL-cholesterol statin response in the corresponding CAP participants. Two genes, ZNF335 and CNOT3 , had statin responses most significantly correlated with LDL-C statin response (False Discovery Rate-adjusted P=0.0085 for both), and an additional 145 genes were correlated at a more modest FDR of 5%. For both ZNF335 and CNOT3 (Spearman rho=23.7 and 23.2, respectively), greater reductions in gene expression with statin treatment in vitro were correlated with larger reductions in plasma LDL-cholesterol in vivo . Interestingly, CNOT3 is a regulatory subunit of the multi-functional CCR4-NOT complex, and ZNF335 has been shown to physically interact with two other members of that complex (CNOT6 and CNOT9), indicating that CNOT3 and ZNF335 may be functionally related. Mouse models of Cnot3+/- male mice were previously reported to have lower serum and liver triglyceride levels than wild type mice. Here, we investigated plasma cholesterol levels and statin response in “ bloto ” mice, which carry a hypomorphic mutation in Zfp335 (the mouse homolog of ZNF335 ). Male chow-fed 12-week-old bloto mice had lower fasting plasma cholesterol levels than their wild type littermates (additive p=0.0061, N=12 +/+, 15 bloto /+, and 10 bloto / bloto ), though this relationship was not observed in female mice. We next fed bloto mice a chow+statin diet for 4 weeks and measured plasma cholesterol levels over time using non-terminal bleeds. Male mice with at least one bloto allele had a blunted plasma cholesterol statin response, with smaller statin-induced reductions in non-HDL cholesterol compared to wild type animals (p=0.017, N=8 +/+ vs. 24 bloto/bloto and bloto/+ ). Trends were similar but non-significant in a smaller sample of female mice. Overall, our in vitro and in vivo studies indicate that ZNF335 is a novel modulator of plasma cholesterol statin response.",From Genes to Therapeutic Targets and Clinical Trials,2020
1298,The added value of RNA sequencing over WES for variant interpretation and diagnosis of patients with rare genetic disorders.,"V. A. Yepez, 1, , M. Gusic, 2, , C. Mertes, 3, , R. Kopajtich, 4, , N. Smith, 5, , H. Prokisch, 6, , J. Gagneur, 7, ;, 1, Computational Biology, Technical University of Munich, Munich, Germany,, 2, Institute of Human Genetics, HelmholtzZentrum München, Neuherberg, Germany,, 3, Computational Biology, I12 - Informatics- Technical University Munich, Munich, Germany,, 4, Institute of Human Genetics, Helmholtz Center Munich, Munich, Germany,, 5, Informatics, Techincial University of Munich, München, Germany,, 6, Institute of Human Genetics, Helmholtz Zentrum Muenchen, Neuherberg, Germany,, 7, Faculty of Informatics, Technical University of Munich, Garching, Germany.",V.A. Yepez: None.,"RNA sequencing (RNA-seq) is a promising technology to complement Whole Exome Sequencing (WES) for pinpointing the genetic cause of Mendelian diseases [1-4]. However, with ever-growing and improving databases of WES samples, and better variant effect predictors, the relative advantage of RNA-seq may be questioned. Here, we performed the largest RNA-seq compendium for rare disease diagnostics, consisting of fibroblasts from 359 individuals with a suspected Mendelian disorder. We built a computational pipeline to prioritize genes harbouring either mono-allelic expression of a rare allele, aberrant expression using OUTRIDER [5], or aberrant splicing using a recent algorithm called FRASER [6]. Moreover, we pinpoint rare variants associated with each prioritized gene either by re-annotating WES variants in the light of the RNA-seq results or by calling variants in RNA-seq data. Collectively, this allowed providing a diagnosis for 15% (37 out of 246) of WES-unsolved cases. We found a major role of nonsense-mediated decay in underexpression outliers; and of coding variants (as important as splice region variants) and the often-deprioritized intronic variants in splicing outliers. Finally, we show that the majority of OMIM disease genes are expressed in each of the following clinically accessible tissues: whole blood, lymphocytes, muscle, and fibroblasts, suggesting that RNA-seq of accessible, yet not affected, tissues may be suitable for a broad range of rare diseases. We share our computational workflow, called DROP (Detection of RNA Outliers Pipeline), that integrates all analysis steps including quality control, can leverage parallel computing infrastructures and generates browsable web page reports [7]. [1] Kremer et al, Nat Commun (2017)[2] Cummings et al, Sci Transl Med (2017)[3] Frésard et al, Nat Med (2019)[4] Gonorazky et al, AJHG (2019)[5] Brechtmann et al, AJHG (2018) [6] Mertes et al, bioRxiv (2019)[7] Yépez et al, Protocol Exchange (2020)",Computational approaches for disease diagnosis and variant effect determination,2020
1299,Cell type-specific regulatory landscapes defined across murine brain development reveal novel biological insights for genetic variants associated with neuropsychiatric disorders,"J. E. Moore, 1, , V. Snetkova, 2, , K. Fan, 1, , S. Shan, 1, , D. E. Dickel, 2, , L. A. Pennacchio, 2, , Z. Weng, 1, ;, 1, Bioinformatics & Integrative Biology, University of Massachusetts Medical School, Worcester, MA, USA,, 2, Environmental Genomics and Systems Biology Division, Lawrence Berkeley National Laboratory, Berkeley, CA, USA.",J.E. Moore: None.,"Neuropsychiatric disorders such as schizophrenia and autism spectrum disorder are highly heritable and have been linked with atypical fetal brain development. Studies have identified dozens of genetic loci associated with these disorders, the majority of which are noncoding. By integrating epigenomic and transcriptomic data, we can predict the regulatory functions of these noncoding loci and gain insight into disease etiology. However, because of fetal tissue restrictions and variability in gestational environments, generating uniform regulatory maps across human fetal brain development remains challenging. Using our Registry of candidate cis-Regulatory elements (cCREs)—a collection of over one million putative regulatory regions—we systematically compared cCREs active during human and mouse brain development. We found 90% of enhancers active in mouse embryonic brain tissue were conserved in humans, with 75% retaining chromatin accessibility in human fetal brain tissue. Because of this high conservation and the uniformity of the embryonic mouse data generated during ENCODE3, we hypothesized that we could interpret genetic variation associated with neuropsychiatric disorders using regulatory landscapes defined across mouse brain development. To generate these regulatory landscapes, we integrated our mouse cCREs with RNA-seq and snATAC-seq datasets. By performing temporal clustering of gene expression across eight time-points, we identified gene modules with coordinated patterns of expression across brain development. Because these expression patterns were correlated with chromatin signatures at nearby cCREs, we developed a novel algorithm to link distal regulatory elements with their target genes using this correlation. By integrating snATAC-seq data, we annotated each enhancer-gene link with specific cell type activity. We then applied these regulatory landscapes to annotate variants associated with neuropsychiatric disorders. Stratifying our cCREs by brain region, cell type, and temporal activity, we discovered enrichment in specific cCRE sets and identified novel risk genes. Then, to assess the impact of disease-associated variants on cCRE function, we selected sixteen loci for testing in transgenic mouse assays. Overall, our findings demonstrate the utility of developmental regulatory landscapes defined in mouse brain tissue for interpreting genetic variation associated with neuropsychiatric disorders and provide a flexible framework for future studies.",Computational approaches for disease diagnosis and variant effect determination,2020
1300,Personalized regulatory genomics: Identifying gene dysregulation to solve undiagnosed rare disease cases,"E. McArthur, 1, , J. A. Capra, 1, ,2, ;, 1, Vanderbilt Genetics Institute, Vanderbilt University, Nashville, TN, USA,, 2, Department of Biological Sciences, Vanderbilt University, Nashville, TN, USA.",E. McArthur: None.,"Introduction : The introduction of whole-genome sequencing (WGS) to the clinic promises the identification of causal variants for rare undiagnosed diseases; however, most rare disease patients remain undiagnosed after sequencing. The complexity of interpreting how non-coding DNA regulates gene expression and downstream biological pathways is a major roadblock to identifying the genetic etiology of rare disease. Though transcriptome sequencing can aid the evaluation of the functional consequences of genetic variants, its application to rare undiagnosed disease is challenging given that obtaining relevant tissues is often expensive and difficult (e.g., brain, developmental contexts). Methods : To enable interpretation of functional consequences of non-coding genetic variation in rare disease, we developed a machine learning approach to predict tissue-specific gene dysregulation in patients. We use a PrediXcan/Transcriptome-wide Association Study (TWAS) framework to quantify the genetically regulated component of gene expression for 49 tissues based on regression models trained with WGS and transcriptome data (GTEx v8). We impute gene regulation of over 17,000 genes across tissues for probands and their unaffected relatives in the Undiagnosed Diseases Network (UDN). This identifies genes that are significantly up- or down-regulated in the proband compared to their unaffected relatives and unrelated healthy individuals from the 1000 Genomes Project. We then prioritize these gene candidates through overlap with the patient phenotype using Human Phenotype Ontology (HPO) terms. Results : First, we describe cases where this personalized regulatory genomics approach has provided clinical answers for previously unsolved cases by identifying putatively dysregulated genes and tissues of interest for targeted investigation. Second, we give examples of how this method aided our understanding of phenotypically complex, digenic, or partially-solved cases by characterizing the ability of common non-coding variation to explain variable expressivity of Mendelian disease or unaccounted for symptoms. Finally, to integrate PrediXcan results applied to WGS from 300+ UDN probands with undiagnosed neurodevelopmental disorders, we propose a new TWAS-transmission disequilibrium test (TWAS-TDT) to quantify over-transmission of dysregulation of genes related to brain development. Thus, our findings not only solve individual cases, but increase our understanding of the non-coding genetic architecture of rare disease.",Computational approaches for disease diagnosis and variant effect determination,2020
